Group Id,Question Group,Answer Group
57,"May I have a look at that vase , please ? Of course . It's the best one I have here---and it's only 300 yuan . Yes , I'd like five croissants , too .
May I have a look at that vase , please ? Of course . It's the best one I have here---and it's only 300 yuan . Do you have any idea ?
May I have a look at that vase , please ? Of course . It's the best one I have here---and it's only 300 yuan . Yes , I'd like another cup of coffee .
May I have a look at that vase , please ? Of course . It's the best one I have here---and it's only 300 yuan . Yes , I'd like to insure it for 20 dollars .
May I have a look at that vase , please ? Of course . It's the best one I have here---and it's only 300 yuan . Yes , I'd like another cup of coffee afterwards .","But your name is valid .
I don't think so . If you like it , I'll take it .
What about the one ?
What time does the 7 fifty-nine get to London ?
What time ?"
58,"It's time for bed . But I'm not sleepy , Mum . Can I stay and watch more TV ? It's already half past eleven . You have school tomorrow . You'll sleepy all tomorrow , if you don't sleep well tonight . I know . But I promise I won't be sleepy tomorrow . I work really hard . Don't you have the exams coming up soon ? I'm sure you could spend more time preparing for those . Oh , I nearly forgot the exams . You do well in maths , but your history is not good enough . Am I right ? Yeah , I guess so . Maybe I can go to sleep now and get up early to review the lessons tomorrow . Thank you .
It's time for bed . But I'm not sleepy , Mum . Can I stay and watch more TV ? It's already half past eleven . You have school tomorrow . You'll sleepy all tomorrow , if you don't sleep well tonight . I know . But I promise I won't be sleepy tomorrow . I work really hard . Don't you have the exams coming up soon ? I'm sure you could spend more time preparing for those . Oh , I nearly forgot the exams . You do well in maths , but your history is not good enough . Am I right ? Yeah , I guess so . Maybe I can go to sleep now and get up early to review the lessons tomorrow . Thank you for your help .
It's time for bed . But I'm not sleepy , Mum . Can I stay and watch more TV ? It's already half past eleven . You have school tomorrow . You'll sleepy all tomorrow , if you don't sleep well tonight . I know . But I promise I won't be sleepy tomorrow . I work really hard . Don't you have the exams coming up soon ? I'm sure you could spend more time preparing for those . Oh , I nearly forgot the exams . You do well in maths , but your history is not good enough . Am I right ? Yeah , I guess so . Maybe I can go to sleep now and get up early to review the lessons tomorrow . Thank you , please .
It's time for bed . But I'm not sleepy , Mum . Can I stay and watch more TV ? It's already half past eleven . You have school tomorrow . You'll sleepy all tomorrow , if you don't sleep well tonight . I know . But I promise I won't be sleepy tomorrow . I work really hard . Don't you have the exams coming up soon ? I'm sure you could spend more time preparing for those . Oh , I nearly forgot the exams . You do well in maths , but your history is not good enough . Am I right ? Yeah , I guess so . Maybe I can go to sleep now and get up early to review the lessons tomorrow . Thank you , sir .
It's time for bed . But I'm not sleepy , Mum . Can I stay and watch more TV ? It's already half past eleven . You have school tomorrow . You'll sleepy all tomorrow , if you don't sleep well tonight . I know . But I promise I won't be sleepy tomorrow . I work really hard . Don't you have the exams coming up soon ? I'm sure you could spend more time preparing for those . Oh , I nearly forgot the exams . You do well in maths , but your history is not good enough . Am I right ? Yeah , I guess so . Maybe I can go to sleep now and get up early to review the lessons tomorrow . Thank you for your help you .","I'm sorry I cannot .
Have you any definite idea ?
You can wait a while .
You are welcome .
That's the heat me ."
59,"And there's a little upside-down Dilbert on the underside . When you flip the tie up , he's right side up . Brilliant . My dad will love this . He's a Dilbert fan . I wouldn't mind having one myself ... Thank you .
And there's a little upside-down Dilbert on the underside . When you flip the tie up , he's right side up . Brilliant . My dad will love this . He's a Dilbert fan . I wouldn't mind having one myself ... Thank you very much .
And there's a little upside-down Dilbert on the underside . When you flip the tie up , he's right side up . Brilliant . My dad will love this . He's a Dilbert fan . I wouldn't mind having one myself ... I see . What other languages can you speak ?
And there's a little upside-down Dilbert on the underside . When you flip the tie up , he's right side up . Brilliant . My dad will love this . He's a Dilbert fan . I wouldn't mind having one myself ... I see . What other languages ?
And there's a little upside-down Dilbert on the underside . When you flip the tie up , he's right side up . Brilliant . My dad will love this . He's a Dilbert fan . I wouldn't mind having one myself ... I see . What other languages can I do ?","That's great !
You are welcome .
Honest , hardworking and responsible .
I have a test tomorrow .
I have an issue ."
60,"So what do you think of my new dress ? I think it's great ! I really like the color , and it goes really well with your eyes . I've actually been eyeing that dress at Maxine's for a while now , but I wasn't sure I could afford ninety-five dollars for a dress at the moment . Um , ninety-five dollars ? Yes , that's the price they were advertising it at . I was hoping it might go on sale soon . Why , how much did you pay for it ? Thank you very much .
So what do you think of my new dress ? I think it's great ! I really like the color , and it goes really well with your eyes . I've actually been eyeing that dress at Maxine's for a while now , but I wasn't sure I could afford ninety-five dollars for a dress at the moment . Um , ninety-five dollars ? Yes , that's the price they were advertising it at . I was hoping it might go on sale soon . Why , how much did you pay for it ? Thank you .
So what do you think of my new dress ? I think it's great ! I really like the color , and it goes really well with your eyes . I've actually been eyeing that dress at Maxine's for a while now , but I wasn't sure I could afford ninety-five dollars for a dress at the moment . Um , ninety-five dollars ? Yes , that's the price they were advertising it at . I was hoping it might go on sale soon . Why , how much did you pay for it ? I see . What other languages can you speak ?
So what do you think of my new dress ? I think it's great ! I really like the color , and it goes really well with your eyes . I've actually been eyeing that dress at Maxine's for a while now , but I wasn't sure I could afford ninety-five dollars for a dress at the moment . Um , ninety-five dollars ? Yes , that's the price they were advertising it at . I was hoping it might go on sale soon . Why , how much did you pay for it ? I see . What other languages can I get there ?
So what do you think of my new dress ? I think it's great ! I really like the color , and it goes really well with your eyes . I've actually been eyeing that dress at Maxine's for a while now , but I wasn't sure I could afford ninety-five dollars for a dress at the moment . Um , ninety-five dollars ? Yes , that's the price they were advertising it at . I was hoping it might go on sale soon . Why , how much did you pay for it ? I see . What other languages can I get it ?","Well , you really like it , don't you ?
You really have to be able to have it .
I have accumulated a wealth of cigarettes for a year .
We have a lot of fat , you must like it .
I need you to see the police ."
61,"In foreign trade , exporters have to adjust their product in a timely manner . How to adjust ? Exporters must ensure that their product satisfies customers ' needs , wants and likes . Ah , some products are successful at home , but not be popular overseas . That's because the fashion , taste and social customs and so on vary considerably . Yes , sometimes the differences are great . Thank you .
In foreign trade , exporters have to adjust their product in a timely manner . How to adjust ? Exporters must ensure that their product satisfies customers ' needs , wants and likes . Ah , some products are successful at home , but not be popular overseas . That's because the fashion , taste and social customs and so on vary considerably . Yes , sometimes the differences are great . I see . What other languages can you speak ?
In foreign trade , exporters have to adjust their product in a timely manner . How to adjust ? Exporters must ensure that their product satisfies customers ' needs , wants and likes . Ah , some products are successful at home , but not be popular overseas . That's because the fashion , taste and social customs and so on vary considerably . Yes , sometimes the differences are great . Yes , I am .
In foreign trade , exporters have to adjust their product in a timely manner . How to adjust ? Exporters must ensure that their product satisfies customers ' needs , wants and likes . Ah , some products are successful at home , but not be popular overseas . That's because the fashion , taste and social customs and so on vary considerably . Yes , sometimes the differences are great . I see . What other languages ?
In foreign trade , exporters have to adjust their product in a timely manner . How to adjust ? Exporters must ensure that their product satisfies customers ' needs , wants and likes . Ah , some products are successful at home , but not be popular overseas . That's because the fashion , taste and social customs and so on vary considerably . Yes , sometimes the differences are great . Well , I want to surprise my brother showing .","You are welcome .
Honest , music , ice cream .
Remember at the party ?
Irrevocable boxes .
You are attracted to her ."
62,"How do you celebrate national day in your country ? There are parades in many cities and people fly the national flags from almost every public building . What kinds of parades are there ? The parades are usually military ones , but sometimes there are procession of people carrying flags and singing patriotic songs . What do you do on national day in your country ? We don ’ t have a national day . Really ? That ’ s unusual . Thank you very much .
How do you celebrate national day in your country ? There are parades in many cities and people fly the national flags from almost every public building . What kinds of parades are there ? The parades are usually military ones , but sometimes there are procession of people carrying flags and singing patriotic songs . What do you do on national day in your country ? We don ’ t have a national day . Really ? That ’ s unusual . Thank you very much indeed.You helped me rebuild my self-confidence .
How do you celebrate national day in your country ? There are parades in many cities and people fly the national flags from almost every public building . What kinds of parades are there ? The parades are usually military ones , but sometimes there are procession of people carrying flags and singing patriotic songs . What do you do on national day in your country ? We don ’ t have a national day . Really ? That ’ s unusual . What do you mean ?
How do you celebrate national day in your country ? There are parades in many cities and people fly the national flags from almost every public building . What kinds of parades are there ? The parades are usually military ones , but sometimes there are procession of people carrying flags and singing patriotic songs . What do you do on national day in your country ? We don ’ t have a national day . Really ? That ’ s unusual . What do you think of big department store ?
How do you celebrate national day in your country ? There are parades in many cities and people fly the national flags from almost every public building . What kinds of parades are there ? The parades are usually military ones , but sometimes there are procession of people carrying flags and singing patriotic songs . What do you do on national day in your country ? We don ’ t have a national day . Really ? That ’ s unusual . Thank you very much indeed.You helped me rebuild my assistance !","You ’ re welcome .
Ok , let me get a 5 pounds .
The food is a little over dressed for dinner .
It's fun walking around them , but they ’ Ve got some really good ideas .
Cool ! I have a really bad pain in my tooth !"
63,"Hi Melissa , are you going home this weekend ? No , not this weekend . I have too much work to do . Where do your parents live ? My father lives in Washington DC . How about your mother ? My mother died two years ago . Oh , I am sorry to hear that . Is your father still working ? No , he's retired . Do you have any family here ? Yes , two of my cousins live here and my aunt and uncle live about 30 miles from here . Do you have any brothers or sisters ? Yes , I have two brothers who live in New York and a sister who lives in Boston . Well , I want to surprise my brother showing up .
Hi Melissa , are you going home this weekend ? No , not this weekend . I have too much work to do . Where do your parents live ? My father lives in Washington DC . How about your mother ? My mother died two years ago . Oh , I am sorry to hear that . Is your father still working ? No , he's retired . Do you have any family here ? Yes , two of my cousins live here and my aunt and uncle live about 30 miles from here . Do you have any brothers or sisters ? Yes , I have two brothers who live in New York and a sister who lives in Boston . Well , I ’ m doing okay . And how about yourself ?
Hi Melissa , are you going home this weekend ? No , not this weekend . I have too much work to do . Where do your parents live ? My father lives in Washington DC . How about your mother ? My mother died two years ago . Oh , I am sorry to hear that . Is your father still working ? No , he's retired . Do you have any family here ? Yes , two of my cousins live here and my aunt and uncle live about 30 miles from here . Do you have any brothers or sisters ? Yes , I have two brothers who live in New York and a sister who lives in Boston . Well , I want to surprise my brother showing up for his birthday .
Hi Melissa , are you going home this weekend ? No , not this weekend . I have too much work to do . Where do your parents live ? My father lives in Washington DC . How about your mother ? My mother died two years ago . Oh , I am sorry to hear that . Is your father still working ? No , he's retired . Do you have any family here ? Yes , two of my cousins live here and my aunt and uncle live about 30 miles from here . Do you have any brothers or sisters ? Yes , I have two brothers who live in New York and a sister who lives in Boston . Well , I want to surprise my brother showing .
Hi Melissa , are you going home this weekend ? No , not this weekend . I have too much work to do . Where do your parents live ? My father lives in Washington DC . How about your mother ? My mother died two years ago . Oh , I am sorry to hear that . Is your father still working ? No , he's retired . Do you have any family here ? Yes , two of my cousins live here and my aunt and uncle live about 30 miles from here . Do you have any brothers or sisters ? Yes , I have two brothers who live in New York and a sister who lives in Boston . Oh , I ’ m sorry . I didn ’ t know that .","Hold on , please .
Not so well , thanks .
Nobody is more , too .
You have to make a change .
That must be a little too loud ."
64,"How many cleaning ladies does your company hire ? We have two cleaning ladies . But both of them have received little education . What do you think of it ?
How many cleaning ladies does your company hire ? We have two cleaning ladies . But both of them have received little education . Yeah , I've been out of town .
How many cleaning ladies does your company hire ? We have two cleaning ladies . But both of them have received little education . What do you think I should do ?
How many cleaning ladies does your company hire ? We have two cleaning ladies . But both of them have received little education . Yeah . But his relation with Sallycome to a sticky end .
How many cleaning ladies does your company hire ? We have two cleaning ladies . But both of them have received little education . Yeah . But his relation with Sallycome to a sticky end of music .","It's a great idea . But I like to write what I would like to do is .
Me , too . What about the blond with the person ?
But if you want to tell her , I'll have to go now .
Yeah , We're buddy-buddy still .
Right , she is ."
65,"How many people are there in your family ? Five.My father , mother , brother , sister-in-law and me . I want to stay under $ 20 .
How many people are there in your family ? Five.My father , mother , brother , sister-in-law and me . Oh , you ’ re not listening to me .
How many people are there in your family ? Five.My father , mother , brother , sister-in-law and me . Oh , you have to take the shuttle to Grand Central .
How many people are there in your family ? Five.My father , mother , brother , sister-in-law and me . I am sorry to hear that.Would you mind coming with me ?
How many people are there in your family ? Five.My father , mother , brother , sister-in-law and me . Oh , you have to take the shuttle to Grand Central . My family .","So how about the surrounding area ?
Leave me alone .
Which train is the rush ?
I don't understand .
I'm afraid I can't agree , Mr . Farley ."
66,"Come in , come in ! Hi , Gary , what happened ? I was waiting for you at the theater . Why didn ’ t you meet me there ? I thought we were supposed to meet here . Don ’ t you know our movie starts at seven ? And we were going to meet at the theater at five to seven . Then it doesn ’ t make sense to meet at the apartment . I ’ m sorry . We must have misunderstood each other . Why don ’ t you try to be clearer about your intentions ? Yeah , I've been out of town .
Come in , come in ! Hi , Gary , what happened ? I was waiting for you at the theater . Why didn ’ t you meet me there ? I thought we were supposed to meet here . Don ’ t you know our movie starts at seven ? And we were going to meet at the theater at five to seven . Then it doesn ’ t make sense to meet at the apartment . I ’ m sorry . We must have misunderstood each other . Why don ’ t you try to be clearer about your intentions ? Well , I want to surprise my brother showing up .
Come in , come in ! Hi , Gary , what happened ? I was waiting for you at the theater . Why didn ’ t you meet me there ? I thought we were supposed to meet here . Don ’ t you know our movie starts at seven ? And we were going to meet at the theater at five to seven . Then it doesn ’ t make sense to meet at the apartment . I ’ m sorry . We must have misunderstood each other . Why don ’ t you try to be clearer about your intentions ? Well , I want to surprise my brother showing up for his birthday .
Come in , come in ! Hi , Gary , what happened ? I was waiting for you at the theater . Why didn ’ t you meet me there ? I thought we were supposed to meet here . Don ’ t you know our movie starts at seven ? And we were going to meet at the theater at five to seven . Then it doesn ’ t make sense to meet at the apartment . I ’ m sorry . We must have misunderstood each other . Why don ’ t you try to be clearer about your intentions ? Well , I want to surprise my brother showing .
Come in , come in ! Hi , Gary , what happened ? I was waiting for you at the theater . Why didn ’ t you meet me there ? I thought we were supposed to meet here . Don ’ t you know our movie starts at seven ? And we were going to meet at the theater at five to seven . Then it doesn ’ t make sense to meet at the apartment . I ’ m sorry . We must have misunderstood each other . Why don ’ t you try to be clearer about your intentions ? I ’ m sorry . I didn ’ t know that .","So how have you been ?
I ’ m sorry , Hans . Thank you .
Well , it ’ s not very practical , isn't it ?
What ’ s the rate ?
Thanks about that . It ’ s going to be a long time ."
67,"Don ’ t you agree that all the thieves should be punished by cutting off their fingers ? I ’ m afraid many people would turn thumbs down on it . Yeah , I've been out of town .
Don ’ t you agree that all the thieves should be punished by cutting off their fingers ? I ’ m afraid many people would turn thumbs down on it . I ’ m sorry . I didn ’ t know that .
Don ’ t you agree that all the thieves should be punished by cutting off their fingers ? I ’ m afraid many people would turn thumbs down on it . Well , I ’ m doing okay . And how about yourself ?
Don ’ t you agree that all the thieves should be punished by cutting off their fingers ? I ’ m afraid many people would turn thumbs down on it . Oh , I ’ m doing great , thank you .
Don ’ t you agree that all the thieves should be punished by cutting off their fingers ? I ’ m afraid many people would turn thumbs down on it . Well , I ’ m doing okay . And how about yourself .","Then , how have you been ?
That ’ s all right . I don ’ t know the first thing about farming !
I love my bottom home and myself .
The pleasure is all of you .
I ’ m glad that we ’ re going to be authentic money ."
68,"You have been here for how long ? Four months now ? Yeah , about . Do you know Chinese better now ? Oh , definitely . I remember , when I first arrived in Guangzhou , my girlfriend was haggling with a sales clerk over the price of a mobile phone . Oh , yeah . Many Chinese like to bargain . It happens almost everywhere . I mean , I understand that . But the speed of the conversation got faster and faster , until it seemed to me that they would fight . My perception of the tone was that it was a violent shouting match . The truth was that it was a perfectly normal conversation . A shouting match ? You ’ re so funny . You must be exaggerating . I don ’ t believe it . I am not exaggerating at all . I ’ m telling you the truth . That was how I felt at that time . Well , I ’ m doing okay . And how about yourself ?
You have been here for how long ? Four months now ? Yeah , about . Do you know Chinese better now ? Oh , definitely . I remember , when I first arrived in Guangzhou , my girlfriend was haggling with a sales clerk over the price of a mobile phone . Oh , yeah . Many Chinese like to bargain . It happens almost everywhere . I mean , I understand that . But the speed of the conversation got faster and faster , until it seemed to me that they would fight . My perception of the tone was that it was a violent shouting match . The truth was that it was a perfectly normal conversation . A shouting match ? You ’ re so funny . You must be exaggerating . I don ’ t believe it . I am not exaggerating at all . I ’ m telling you the truth . That was how I felt at that time . I see . How many people are you planning to invite and how much would like to spend per person ?
You have been here for how long ? Four months now ? Yeah , about . Do you know Chinese better now ? Oh , definitely . I remember , when I first arrived in Guangzhou , my girlfriend was haggling with a sales clerk over the price of a mobile phone . Oh , yeah . Many Chinese like to bargain . It happens almost everywhere . I mean , I understand that . But the speed of the conversation got faster and faster , until it seemed to me that they would fight . My perception of the tone was that it was a violent shouting match . The truth was that it was a perfectly normal conversation . A shouting match ? You ’ re so funny . You must be exaggerating . I don ’ t believe it . I am not exaggerating at all . I ’ m telling you the truth . That was how I felt at that time . I see . How many people are you planning to invite and how much would you ?
You have been here for how long ? Four months now ? Yeah , about . Do you know Chinese better now ? Oh , definitely . I remember , when I first arrived in Guangzhou , my girlfriend was haggling with a sales clerk over the price of a mobile phone . Oh , yeah . Many Chinese like to bargain . It happens almost everywhere . I mean , I understand that . But the speed of the conversation got faster and faster , until it seemed to me that they would fight . My perception of the tone was that it was a violent shouting match . The truth was that it was a perfectly normal conversation . A shouting match ? You ’ re so funny . You must be exaggerating . I don ’ t believe it . I am not exaggerating at all . I ’ m telling you the truth . That was how I felt at that time . I see . How many people are you planning to invite and how much would like to spend per person .
You have been here for how long ? Four months now ? Yeah , about . Do you know Chinese better now ? Oh , definitely . I remember , when I first arrived in Guangzhou , my girlfriend was haggling with a sales clerk over the price of a mobile phone . Oh , yeah . Many Chinese like to bargain . It happens almost everywhere . I mean , I understand that . But the speed of the conversation got faster and faster , until it seemed to me that they would fight . My perception of the tone was that it was a violent shouting match . The truth was that it was a perfectly normal conversation . A shouting match ? You ’ re so funny . You must be exaggerating . I don ’ t believe it . I am not exaggerating at all . I ’ m telling you the truth . That was how I felt at that time . I see . How many people are you planning to invite and how much would you like to do ?","I love my bottom myself .
Well , we had a great time to solve it .
If we have a good , we ’ ll have to pay the price .
Well , we had a great time to solve it .
I would like to be able to fix it ."
69,"I ’ m forming a music band . Do you already know how to play an instrument ? Uh ... Yeah ! I ’ Ve told you a thousand times that I ’ m learning to play the drums . Now that I know how to play well , I would like to form a rock band . Aside from yourself , who are the other members of the band ? We have a guy who plays guitar , and another who plays bass . Although we still haven ’ t found anyone to be our singer . You told me that you had some musical talent , right ? Yes , I ’ m a singer . Yeah , I've been out of town .
I ’ m forming a music band . Do you already know how to play an instrument ? Uh ... Yeah ! I ’ Ve told you a thousand times that I ’ m learning to play the drums . Now that I know how to play well , I would like to form a rock band . Aside from yourself , who are the other members of the band ? We have a guy who plays guitar , and another who plays bass . Although we still haven ’ t found anyone to be our singer . You told me that you had some musical talent , right ? Yes , I ’ m a singer . Oh , I ’ m doing great , thank you .
I ’ m forming a music band . Do you already know how to play an instrument ? Uh ... Yeah ! I ’ Ve told you a thousand times that I ’ m learning to play the drums . Now that I know how to play well , I would like to form a rock band . Aside from yourself , who are the other members of the band ? We have a guy who plays guitar , and another who plays bass . Although we still haven ’ t found anyone to be our singer . You told me that you had some musical talent , right ? Yes , I ’ m a singer . I ’ m sorry . I didn ’ t know that .
I ’ m forming a music band . Do you already know how to play an instrument ? Uh ... Yeah ! I ’ Ve told you a thousand times that I ’ m learning to play the drums . Now that I know how to play well , I would like to form a rock band . Aside from yourself , who are the other members of the band ? We have a guy who plays guitar , and another who plays bass . Although we still haven ’ t found anyone to be our singer . You told me that you had some musical talent , right ? Yes , I ’ m a singer . I ’ m sorry . I didn ’ t know .
I ’ m forming a music band . Do you already know how to play an instrument ? Uh ... Yeah ! I ’ Ve told you a thousand times that I ’ m learning to play the drums . Now that I know how to play well , I would like to form a rock band . Aside from yourself , who are the other members of the band ? We have a guy who plays guitar , and another who plays bass . Although we still haven ’ t found anyone to be our singer . You told me that you had some musical talent , right ? Yes , I ’ m a singer . Yeah , I've been out of town . I was for it .","Ok , what a pity !
It ’ s beautiful , isn't it ?
That ’ s all right . I really don ’ t think it ’ s worth that money .
It ’ s very sad , isn't it ?
You ’ re welcome . I ’ m really sorry ."
70,"The acting of this film is marvelous in spite of the thin plot . I'm sorry for hero . OK .
The acting of this film is marvelous in spite of the thin plot . I'm sorry for hero . It's a feature film .
The acting of this film is marvelous in spite of the thin plot . I'm sorry for hero . OK , please .
The acting of this film is marvelous in spite of the thin plot . I'm sorry for hero . It's a feature film at home .
The acting of this film is marvelous in spite of the thin plot . I'm sorry for hero . No , I'm not asking for money .","They're in aisle A .
Look in this one .
Thank you .
Well , it isn't more expensive .
I'm afraid you can't ."
71,"How was the movie last night ? I didn't really like it . Mary said that she was really pleased with the photography . I found it very disappointing . Really ? I ’ m surprised .
How was the movie last night ? I didn't really like it . Mary said that she was really pleased with the photography . I found it very disappointing . Really ? I ’ m surprised . I ’ m surprised .
How was the movie last night ? I didn't really like it . Mary said that she was really pleased with the photography . I found it very disappointing . Really ? I ’ m surprised . I will be surprised .
How was the movie last night ? I didn't really like it . Mary said that she was really pleased with the photography . I found it very disappointing . That ’ s what I was thinking , I ’ ll do .
How was the movie last night ? I didn't really like it . Mary said that she was really pleased with the photography . I found it very disappointing . That ’ s what I was thinking about it , I ’ ll do .","Don ’ t worry about it .
That ’ s wonderful . Congratulations !
What about the one for you ?
As the problem is , I know .
Well , you ’ ll worry about it ."
72,"Honey , I ’ ll be right back ! Where are you going ? I told you already ! I ’ m going to get my nails done . Again ? You just went last week ! You spend more time at the nail salon than you do here at home ! Honestly , why do you need a manicure every week ? Well , first of all , I like to pamper myself , and my nails look great . You should come with me ! Why ? I don ’ t want to have nail polish or anything like that ! Yeah , I've been out of town .
Honey , I ’ ll be right back ! Where are you going ? I told you already ! I ’ m going to get my nails done . Again ? You just went last week ! You spend more time at the nail salon than you do here at home ! Honestly , why do you need a manicure every week ? Well , first of all , I like to pamper myself , and my nails look great . You should come with me ! Why ? I don ’ t want to have nail polish or anything like that ! What do you think I ought to do ?
Honey , I ’ ll be right back ! Where are you going ? I told you already ! I ’ m going to get my nails done . Again ? You just went last week ! You spend more time at the nail salon than you do here at home ! Honestly , why do you need a manicure every week ? Well , first of all , I like to pamper myself , and my nails look great . You should come with me ! Why ? I don ’ t want to have nail polish or anything like that ! What do you think I should do ?
Honey , I ’ ll be right back ! Where are you going ? I told you already ! I ’ m going to get my nails done . Again ? You just went last week ! You spend more time at the nail salon than you do here at home ! Honestly , why do you need a manicure every week ? Well , first of all , I like to pamper myself , and my nails look great . You should come with me ! Why ? I don ’ t want to have nail polish or anything like that ! I ’ m sorry . I didn ’ t know that .
Honey , I ’ ll be right back ! Where are you going ? I told you already ! I ’ m going to get my nails done . Again ? You just went last week ! You spend more time at the nail salon than you do here at home ! Honestly , why do you need a manicure every week ? Well , first of all , I like to pamper myself , and my nails look great . You should come with me ! Why ? I don ’ t want to have nail polish or anything like that ! I ’ m sorry . I didn ’ t know .","Me too . What do you mean ?
See you then . What do you need ?
See you then . You look younger in the job , do you ?
That ’ s all right . Thank you for all your help .
That ’ s all right . Thank you for all your help ."
73,"How smart of you to book the tickets before hand ! Oh , do you really think so ? I want to stay under $ 20 .
How smart of you to book the tickets before hand ! Oh , do you really think so ? Yes , I'd like five croissants , too .
How smart of you to book the tickets before hand ! Oh , do you really think so ? Yes , I'd like to insure it .
How smart of you to book the tickets before hand ! Oh , do you really think so ? I am sorry to hear that.Would you mind coming with me ?
How smart of you to book the tickets before hand ! Oh , do you really think so ? I am sorry to hear that.Would you like to go to my office ?","That's a good idea . I want to buy one for you .
Oh , I see . I'll have to sink about it .
You have a bench warrant .
Thank you for inviting me .
I don't know what to do ."
74,"What a beautiful watch . It goes very well with your ring . Thank you . Is that your wedding ring ? I'm not married yet . It's my engagement ring . Well , congratulations . When is the big date ? In June . Did you have the watch before getting the ring ? Actually , we bought the ring together after I got the watch . You did a fabulous job with the selection . It's gorgeous . Thank you so much . What kind of watch is it ? It's a Tag Heer . If you don't mind me asking , how much do they cost ? This one is $ 1500 . But they range from $ 600 to $ 3000 . Thank you .
What a beautiful watch . It goes very well with your ring . Thank you . Is that your wedding ring ? I'm not married yet . It's my engagement ring . Well , congratulations . When is the big date ? In June . Did you have the watch before getting the ring ? Actually , we bought the ring together after I got the watch . You did a fabulous job with the selection . It's gorgeous . Thank you so much . What kind of watch is it ? It's a Tag Heer . If you don't mind me asking , how much do they cost ? This one is $ 1500 . But they range from $ 600 to $ 3000 . OK , I'll just check .
What a beautiful watch . It goes very well with your ring . Thank you . Is that your wedding ring ? I'm not married yet . It's my engagement ring . Well , congratulations . When is the big date ? In June . Did you have the watch before getting the ring ? Actually , we bought the ring together after I got the watch . You did a fabulous job with the selection . It's gorgeous . Thank you so much . What kind of watch is it ? It's a Tag Heer . If you don't mind me asking , how much do they cost ? This one is $ 1500 . But they range from $ 600 to $ 3000 . Thank you . Well , sir .
What a beautiful watch . It goes very well with your ring . Thank you . Is that your wedding ring ? I'm not married yet . It's my engagement ring . Well , congratulations . When is the big date ? In June . Did you have the watch before getting the ring ? Actually , we bought the ring together after I got the watch . You did a fabulous job with the selection . It's gorgeous . Thank you so much . What kind of watch is it ? It's a Tag Heer . If you don't mind me asking , how much do they cost ? This one is $ 1500 . But they range from $ 600 to $ 3000 . Thank you . Would you like a message ?
What a beautiful watch . It goes very well with your ring . Thank you . Is that your wedding ring ? I'm not married yet . It's my engagement ring . Well , congratulations . When is the big date ? In June . Did you have the watch before getting the ring ? Actually , we bought the ring together after I got the watch . You did a fabulous job with the selection . It's gorgeous . Thank you so much . What kind of watch is it ? It's a Tag Heer . If you don't mind me asking , how much do they cost ? This one is $ 1500 . But they range from $ 600 to $ 3000 . Thank you . Well , sir , sir .","I hope you have to make it .
You have to wait for a minute .
What are you going to have ?
Yes , I'd like to see the menu , please .
Thank you ."
