Group Id,Question Group,Answer Group
91,"well , tell me something of yourself . what would you like to know , mr . green ? what working experience have you get ? in 2004 , i got a job in the sales department of a trading company near guangzhou . i started a sales representative . a year later , i was promoted to the position of sales manager . i had that job ever since , which is just over a year now . oh , good . irene , can you state me why you design to discontinue be a sales manager to function here as my assistant ? don't you like your present job ?
well , tell me something of yourself . what would you like to know , mr . green ? what working experience have you get ? in 2004 , i got a job in the sales department of a trading company near guangzhou . i started a sales representative . a year later , i was promoted to the position of sales manager . i had that job ever since , which is just over a year now . oh , good . irene , can you tell me why you plan to quit being a gross_sales director to work here as my assistant ? don't you like your present occupation ?
well , tell me something of yourself . what would you like to know , mr . green ? what working experience have you get ? in 2004 , i got a job in the sales department of a trading company near guangzhou . i started a sales representative . a year later , i was promoted to the position of sales manager . i had that job ever since , which is just over a year now . oh , good . irene , can you tell me why you plan to quit being a sales manager to work here as my assistant ? don't you like your present job ?
well , tell me something of yourself . what would you like to know , mr . green ? what working experience have you get ? in 2004 , i got a job in the sales department of a trading company near guangzhou . i started a sales representative . a year later , i was promoted to the position of sales manager . i had that job ever since , which is just over a year now . oh , full . irene , can you tell me why you plan to quit being a sales manager to work here as my assistant ? don't you like your present job ?
well , tell me something of yourself . what would you like to know , mr . green ? what working experience have you get ? in 2004 , i got a job in the sales department of a trading company near guangzhou . i started a sales representative . a year later , i was promoted to the position of sales manager . i had that job ever since , which is just over a year now . oh , full . irene , can you state me why you design to discontinue be a gross_sales director to function here as my assistant ? don't you like your present occupation ?","Well , since my daughter and I are very interested.What ' s more , you know .
Well , I am not sure , but probably about 75 years . How about you ?
Well , since my daughter and I are very interested.What ' s more , you know .
Well , since my daughter and I are very interested.What ' s more , you know .
Well , I chat with the piano ."
93,"welcome , how may i help you today ? i'm ask for a pizza , please . then you will be happy to here that today all our pizzas are on sale . two for one . you're right , that is great . what size would you like ? medium one will be perfect , thank you which kind do you want ? i like seafood on my pizza . we have two seafood pizzas . tuna and crab . tuna sounds good today . would that be for here or take away ? that would be to go . that'll be in a ten minutes . please sit over there , and i'll call you over equally sooner as it's ready .
welcome , how may i help you today ? i'm ask for a pizza , please . then you will be happy to here that today all our pizzas are on sale . two for one . you're right , that is great . what size would you like ? medium one will be perfect , thank you which kind do you want ? i like seafood on my pizza . we have two seafood pizzas . tuna and crab . tuna sounds good today . would that be for here or take away ? that would be to go . that'll exist in a ten minute . please sit over there , and i'll cry you over equally oklahoman as it's ready .
welcome , how may i help you today ? i'm ask for a pizza , please . then you will be happy to here that today all our pizzas are on sale . two for one . you're right , that is great . what size would you like ? medium one will be perfect , thank you which kind do you want ? i like seafood on my pizza . we have two seafood pizzas . tuna and crab . tuna sounds good today . would that be for here or take away ? that would be to go . that'll be in a ten minute . please sit over there , and i'll cry you over as oklahoman as it's ready .
welcome , how may i help you today ? i'm ask for a pizza , please . then you will be happy to here that today all our pizzas are on sale . two for one . you're right , that is great . what size would you like ? medium one will be perfect , thank you which kind do you want ? i like seafood on my pizza . we have two seafood pizzas . tuna and crab . tuna sounds good today . would that be for here or take away ? that would be to go . that'll be in a ten minutes . please sit over there , and i'll call you over as sooner as it's ready .
welcome , how may i help you today ? i'm ask for a pizza , please . then you will be happy to here that today all our pizzas are on sale . two for one . you're right , that is great . what size would you like ? medium one will be perfect , thank you which kind do you want ? i like seafood on my pizza . we have two seafood pizzas . tuna and crab . tuna sounds good today . would that be for here or take away ? that would be to go . that'll exist in a ten minutes . please sit over there , and i'll call you over as sooner as it's ready .","I can't agree with you .
I'd be glad to . I love it .
I don't see any problem with that .
I don ’ t like that . But I can see you then .
I don ’ t like that , but I can handle it ."
94,"good afternoon . can i help you ? i need some remedies for an upset stomach . are you also suffering from pain and fever ? yes , and i also have the runs i'll give you some tablets that should make you feel better . one moment , please . here you are . take these tablets three times a day swallow them with water . when should i take them ? take on after each meal . how long should i continue taking them ? lead them for two days.if your symptom prevail for more than two day , you should understand a doctor_of_the_church besides , exist certain to toast batch of body_of_water to prevent dehydration .
good afternoon . can i help you ? i need some remedies for an upset stomach . are you also suffering from pain and fever ? yes , and i also have the runs i'll give you some tablets that should make you feel better . one moment , please . here you are . take these tablets three times a day swallow them with water . when should i take them ? take on after each meal . how long should i continue taking them ? take them for two days.if your symptoms persist for more than two days , you should see a doctor besides , be certain to drink plenty of water to prevent dehydration .
good afternoon . can i help you ? i need some remedies for an upset stomach . are you also suffering from pain and fever ? yes , and i also have the runs i'll give you some tablets that should make you feel better . one moment , please . here you are . take these tablets three times a day swallow them with water . when should i take them ? take on after each meal . how long should i continue taking them ? take them for two days.if your symptom persist for more than two day , you should see a doctor_of_the_church also , be sure to drink batch of body_of_water to prevent dehydration .
good afternoon . can i help you ? i need some remedies for an upset stomach . are you also suffering from pain and fever ? yes , and i also have the runs i'll give you some tablets that should make you feel better . one moment , please . here you are . take these tablets three times a day swallow them with water . when should i take them ? take on after each meal . how long should i continue taking them ? take them for two days.if your symptoms persist for more than two days , you should see a doctor also , be sure to drink plenty of water to prevent dehydration .
good afternoon . can i help you ? i need some remedies for an upset stomach . are you also suffering from pain and fever ? yes , and i also have the runs i'll give you some tablets that should make you feel better . one moment , please . here you are . take these tablets three times a day swallow them with water . when should i take them ? take on after each meal . how long should i continue taking them ? lead them for two days.if your symptoms prevail for more than two days , you should understand a doctor also , exist sure to toast plenty of water to prevent dehydration .","Does it start with a decision ?
What are we going to know for you ?
Do you know the Hot Games on the store ?
I can't bear eating .
Do you want to come with me ?"
96,"hey jimmy . let's go workout later today . sure . what time do you want to go ? how about at 3:30 ? that sounds good . today we work on legs and forearm . hey . i just played basketball earlier , so my legs are a little sore . let's work out on arms and stomach today . i'm on a weekly schedule . you're messing everything up . c'mon . we're only switch_over two days . you can make legs on friday .
hey jimmy . let's go workout later today . sure . what time do you want to go ? how about at 3:30 ? that sounds good . today we work on legs and forearm . hey . i just played basketball earlier , so my legs are a little sore . let's work out on arms and stomach today . i'm on a weekly schedule . you're messing everything up . c'mon . we're only switching two day . you can do legs on friday .
hey jimmy . let's go workout later today . sure . what time do you want to go ? how about at 3:30 ? that sounds good . today we work on legs and forearm . hey . i just played basketball earlier , so my legs are a little sore . let's work out on arms and stomach today . i'm on a weekly schedule . you're messing everything up . c'mon . we're only switching two days . you can do legs on friday .
hey jimmy . let's go workout later today . sure . what time do you want to go ? how about at 3:30 ? that sounds good . today we work on legs and forearm . hey . i just played basketball earlier , so my legs are a little sore . let's work out on arms and stomach today . i'm on a weekly schedule . you're messing everything up . c'mon . we're merely switch_over two day . you can make legs on friday .
hey jimmy . let's go workout later today . sure . what time do you want to go ? how about at 3:30 ? that sounds good . today we work on legs and forearm . hey . i just played basketball earlier , so my legs are a little sore . let's work out on arms and stomach today . i'm on a weekly schedule . you're messing everything up . c'mon . we're merely switching two days . you can do legs on friday .","OK . Let's go .
All right . Let's go .
All right . Let's go .
OK . Let's go .
All right . Let's go ."
97,"next , please . may i help you , sir ? hello , yes , i ’ d like to open a bank account . certainly , i can can help you with that . what type of account would you like to open ? a chequing or a savings account ? what what features do they offer ? well , if you just take a look here , see , with our chequing account , you can have unlimited daily transactions for a small monthly fee , and our savings account has a higher interest rate , but you must carry a minimum balance of $ 10,000 dollars . i see , well , i think i ’ m more interested in a chequing account . i like to have easy access to my money . alright , then , with this chequing account you ’ ll be issued a debit card and a cheque book . will you require overdraft protection ? there is an extra fee for that . no , that won ’ t be necessary . in that case , i ’ ll get you to fill out this paperwork . i ’ ll need your social insurance number , and two pieces of government id . if you could just sign here , and here , and here . we ’ ll be all set . would you like to make a deposit today ?
next , please . may i help you , sir ? hello , yes , i ’ d like to open a bank account . certainly , i can can help you with that . what type of account would you like to open ? a chequing or a savings account ? what what features do they offer ? well , if you just take a look here , see , with our chequing account , you can have unlimited daily transactions for a small monthly fee , and our savings account has a higher interest rate , but you must carry a minimum balance of $ 10,000 dollars . i see , well , i think i ’ m more interested in a chequing account . i like to have easy access to my money . alright , then , with this chequing account you ’ ll be issued a debit card and a cheque book . will you require overdraft protection ? there is an extra fee for that . no , that won ’ t be necessary . in that event , i ’ ll get you to occupy out this paperwork . i ’ ll necessitate your social policy act , and two piece of politics idaho . if you could merely bless here , and here , and here . we ’ ll exist all stage_set . would you like to induce a sediment today ?
next , please . may i help you , sir ? hello , yes , i ’ d like to open a bank account . certainly , i can can help you with that . what type of account would you like to open ? a chequing or a savings account ? what what features do they offer ? well , if you just take a look here , see , with our chequing account , you can have unlimited daily transactions for a small monthly fee , and our savings account has a higher interest rate , but you must carry a minimum balance of $ 10,000 dollars . i see , well , i think i ’ m more interested in a chequing account . i like to have easy access to my money . alright , then , with this chequing account you ’ ll be issued a debit card and a cheque book . will you require overdraft protection ? there is an extra fee for that . no , that won ’ t be necessary . in that case , i ’ ll get you to occupy out this paperwork . i ’ ll necessitate your social insurance number , and two pieces of government id . if you could just bless here , and here , and here . we ’ ll exist all set . would you like to induce a deposit today ?
next , please . may i help you , sir ? hello , yes , i ’ d like to open a bank account . certainly , i can can help you with that . what type of account would you like to open ? a chequing or a savings account ? what what features do they offer ? well , if you just take a look here , see , with our chequing account , you can have unlimited daily transactions for a small monthly fee , and our savings account has a higher interest rate , but you must carry a minimum balance of $ 10,000 dollars . i see , well , i think i ’ m more interested in a chequing account . i like to have easy access to my money . alright , then , with this chequing account you ’ ll be issued a debit card and a cheque book . will you require overdraft protection ? there is an extra fee for that . no , that won ’ t be necessary . in that event , i ’ ll get you to fill out this paperwork . i ’ ll need your social policy act , and two piece of politics idaho . if you could just sign here , and here , and here . we ’ ll be all stage_set . would you like to make a sediment today ?
next , please . may i help you , sir ? hello , yes , i ’ d like to open a bank account . certainly , i can can help you with that . what type of account would you like to open ? a chequing or a savings account ? what what features do they offer ? well , if you just take a look here , see , with our chequing account , you can have unlimited daily transactions for a small monthly fee , and our savings account has a higher interest rate , but you must carry a minimum balance of $ 10,000 dollars . i see , well , i think i ’ m more interested in a chequing account . i like to have easy access to my money . alright , then , with this chequing account you ’ ll be issued a debit card and a cheque book . will you require overdraft protection ? there is an extra fee for that . no , that won ’ t be necessary . in that case , i ’ ll get you to fill out this paperwork . i ’ ll need your social insurance number , and two pieces of government id . if you could merely sign here , and here , and here . we ’ ll be all set . would you like to make a deposit today ?","Sure . Let ’ s go .
Sure , thank you . I ’ m really sorry .
Sure , thank you . I ’ m sorry .
Sure . Let ’ s go .
Sure . Let ’ s go ."
98,"have you decided what you ’ re going to do during your holiday ? yes . i ’ m going to travel around europe . wow , that sounds great ! where are you going ? i think i will start off in paris . then i ’ m going to take the train to nice and then go on to milan . oh that will be lovely . you ’ ll be able to do lots of shopping i expect . oh yes and try lots of new food too . great . induce sure you bribe me a souvenir !
have you decided what you ’ re going to do during your holiday ? yes . i ’ m going to travel around europe . wow , that sounds great ! where are you going ? i think i will start off in paris . then i ’ m going to take the train to nice and then go on to milan . oh that will be lovely . you ’ ll be able to do lots of shopping i expect . oh yes and try lots of new food too . bang-up . make certain you buy me a souvenir !
have you decided what you ’ re going to do during your holiday ? yes . i ’ m going to travel around europe . wow , that sounds great ! where are you going ? i think i will start off in paris . then i ’ m going to take the train to nice and then go on to milan . oh that will be lovely . you ’ ll be able to do lots of shopping i expect . oh yes and try lots of new food too . bang-up . induce certain you bribe me a keepsake !
have you decided what you ’ re going to do during your holiday ? yes . i ’ m going to travel around europe . wow , that sounds great ! where are you going ? i think i will start off in paris . then i ’ m going to take the train to nice and then go on to milan . oh that will be lovely . you ’ ll be able to do lots of shopping i expect . oh yes and try lots of new food too . great . make sure you buy me a keepsake !
have you decided what you ’ re going to do during your holiday ? yes . i ’ m going to travel around europe . wow , that sounds great ! where are you going ? i think i will start off in paris . then i ’ m going to take the train to nice and then go on to milan . oh that will be lovely . you ’ ll be able to do lots of shopping i expect . oh yes and try lots of new food too . great . make sure you buy me a souvenir !","I'll be there at the time .
What are you going to get ?
I'll be with you .
What are you going to get ?
What are you going to get ?"
99,"leo ! i wanted to tell you thanks for all your hard work on the budget . we ’ re having a get-together after work tonight at carl ’ s karaoke club to celebrate having finished it . we ’ d love to see what fun ! normally i ’ d love to , but i ’ m afraid i have to work late tonight . we ’ ve got to get the contract ready for miss king . oh , right . you ’ re busy with that contract . maybe you could join us later ? unfortunately , i just can ’ t make it this time . i have to go straight home . it ’ s my second wedding anniversary , and we ’ re supposed to be having a big dinner susan would kill me if i missed it . happy anniversary ! sorry you won ’ t be there . maybe some other time ?
leo ! i wanted to tell you thanks for all your hard work on the budget . we ’ re having a get-together after work tonight at carl ’ s karaoke club to celebrate having finished it . we ’ d love to see what fun ! normally i ’ d love to , but i ’ m afraid i have to work late tonight . we ’ ve got to get the contract ready for miss king . oh , right . you ’ re busy with that contract . maybe you could join us later ? unfortunately , i just can ’ t make it this time . i have to go straight home . it ’ s my second wedding anniversary , and we ’ re supposed to be having a big dinner susan would kill me if i missed it . felicitous anniversary ! sorry you won ’ t be there . possibly some early time ?
leo ! i wanted to tell you thanks for all your hard work on the budget . we ’ re having a get-together after work tonight at carl ’ s karaoke club to celebrate having finished it . we ’ d love to see what fun ! normally i ’ d love to , but i ’ m afraid i have to work late tonight . we ’ ve got to get the contract ready for miss king . oh , right . you ’ re busy with that contract . maybe you could join us later ? unfortunately , i just can ’ t make it this time . i have to go straight home . it ’ s my second wedding anniversary , and we ’ re supposed to be having a big dinner susan would kill me if i missed it . happy anniversary ! sorry you win ’ t exist there . maybe some other time ?
leo ! i wanted to tell you thanks for all your hard work on the budget . we ’ re having a get-together after work tonight at carl ’ s karaoke club to celebrate having finished it . we ’ d love to see what fun ! normally i ’ d love to , but i ’ m afraid i have to work late tonight . we ’ ve got to get the contract ready for miss king . oh , right . you ’ re busy with that contract . maybe you could join us later ? unfortunately , i just can ’ t make it this time . i have to go straight home . it ’ s my second wedding anniversary , and we ’ re supposed to be having a big dinner susan would kill me if i missed it . felicitous anniversary ! sorry you win ’ t exist there . possibly some early clock_time ?
leo ! i wanted to tell you thanks for all your hard work on the budget . we ’ re having a get-together after work tonight at carl ’ s karaoke club to celebrate having finished it . we ’ d love to see what fun ! normally i ’ d love to , but i ’ m afraid i have to work late tonight . we ’ ve got to get the contract ready for miss king . oh , right . you ’ re busy with that contract . maybe you could join us later ? unfortunately , i just can ’ t make it this time . i have to go straight home . it ’ s my second wedding anniversary , and we ’ re supposed to be having a big dinner susan would kill me if i missed it . happy anniversary ! sorry you won ’ t be there . maybe some other clock_time ?","Definitely . I ’ m really sorry .
Well . I ’ m not really interested in this place . It ’ s so noisy that we ’ Ve had good luck .
Well , I ’ d like to be able to wait for you to make it .
Well , I ’ d love to . I ’ m really sorry .
Great , I think I ’ ll have a try ."
104,"what game do you like ? i like board games . i like chinese chess and draughts . i ’ ve never played chinese chess before , but i ’ ve seen old men playing it in the street . it looks complicated . it ’ s about as complicated as chess . the basic rule and moves are simple enough , but there are many strategies that players need to learn . i like playing cards . i ’ m pretty good at poker . do you play cards ? i ’ m terrible at cards and so i never play games which involve gambling , like poker . if i did , i ’ d lose all my money . do you play bridge ? yes , i do . it ’ s hard to find four players though , so i don ’ t play very often . do you know anyone who plays ? if so , we could set up a game . i can play quite well . i have a friend who likes playing , but she ’ s not very good at it . shall i invite her to play ?
what game do you like ? i like board games . i like chinese chess and draughts . i ’ ve never played chinese chess before , but i ’ ve seen old men playing it in the street . it looks complicated . it ’ s about as complicated as chess . the basic rule and moves are simple enough , but there are many strategies that players need to learn . i like playing cards . i ’ m pretty good at poker . do you play cards ? i ’ m terrible at cards and so i never play games which involve gambling , like poker . if i did , i ’ d lose all my money . do you play bridge ? yes , i do . it ’ s hard to find four players though , so i don ’ t play very often . do you know anyone who plays ? if so , we could set up a game . i can act quite well . i experience a friend who wish playing , but she ’ s not very good at it . shall i invite her to act ?
what game do you like ? i like board games . i like chinese chess and draughts . i ’ ve never played chinese chess before , but i ’ ve seen old men playing it in the street . it looks complicated . it ’ s about as complicated as chess . the basic rule and moves are simple enough , but there are many strategies that players need to learn . i like playing cards . i ’ m pretty good at poker . do you play cards ? i ’ m terrible at cards and so i never play games which involve gambling , like poker . if i did , i ’ d lose all my money . do you play bridge ? yes , i do . it ’ s hard to find four players though , so i don ’ t play very often . do you know anyone who plays ? if so , we could set up a game . i can act quite well . i experience a ally who wish acting , but she ’ s not very full at it . shall i invite her to act ?
what game do you like ? i like board games . i like chinese chess and draughts . i ’ ve never played chinese chess before , but i ’ ve seen old men playing it in the street . it looks complicated . it ’ s about as complicated as chess . the basic rule and moves are simple enough , but there are many strategies that players need to learn . i like playing cards . i ’ m pretty good at poker . do you play cards ? i ’ m terrible at cards and so i never play games which involve gambling , like poker . if i did , i ’ d lose all my money . do you play bridge ? yes , i do . it ’ s hard to find four players though , so i don ’ t play very often . do you know anyone who plays ? if so , we could set up a game . i can play quite well . i have a friend who likes playing , but she ’ s not very full at it . shall i invite her to play ?
what game do you like ? i like board games . i like chinese chess and draughts . i ’ ve never played chinese chess before , but i ’ ve seen old men playing it in the street . it looks complicated . it ’ s about as complicated as chess . the basic rule and moves are simple enough , but there are many strategies that players need to learn . i like playing cards . i ’ m pretty good at poker . do you play cards ? i ’ m terrible at cards and so i never play games which involve gambling , like poker . if i did , i ’ d lose all my money . do you play bridge ? yes , i do . it ’ s hard to find four players though , so i don ’ t play very often . do you know anyone who plays ? if so , we could set up a game . i can play quite well . i have a ally who likes acting , but she ’ s not very good at it . shall i invite her to play ?","Well , it ’ s pretty good , but I really can't stand it well .
Well , it ’ s hard to say . I think about it .
Well , it ’ s hard to say . I ’ d like to be able to make it .
Well , it ’ s not really good , but it depends on the environment .
Well , it ’ s not really good , but it depends on the environment ."
128,"how old is keith ? he's 21 . how old is james ? he's a year older than keith , but he looks younger . how's your father ? he's fine . he retired last week . it's a turning point in his life . now he can relax and enjoy his retirement . he can spend more time with his grandchildren . oh , i don't think he wants to . he wants to travel to several different countries around the world . so , he wants to have a more active retirement . good idea ! how make you desire to spend your erstwhile historic_period ?
how old is keith ? he's 21 . how old is james ? he's a year older than keith , but he looks younger . how's your father ? he's fine . he retired last week . it's a turning point in his life . now he can relax and enjoy his retirement . he can spend more time with his grandchildren . oh , i don't think he wants to . he wants to travel to several different countries around the world . so , he wants to have a more active retirement . good idea ! how do you want to spend your old age ?
how old is keith ? he's 21 . how old is james ? he's a year older than keith , but he looks younger . how's your father ? he's fine . he retired last week . it's a turning point in his life . now he can relax and enjoy his retirement . he can spend more time with his grandchildren . oh , i don't think he wants to . he wants to travel to several different countries around the world . so , he wants to have a more active retirement . good idea ! how do you want to spend your old historic_period ?
how old is keith ? he's 21 . how old is james ? he's a year older than keith , but he looks younger . how's your father ? he's fine . he retired last week . it's a turning point in his life . now he can relax and enjoy his retirement . he can spend more time with his grandchildren . oh , i don't think he wants to . he wants to travel to several different countries around the world . so , he wants to have a more active retirement . good idea ! how make you desire to spend your old age ?
how old is keith ? he's 21 . how old is james ? he's a year older than keith , but he looks younger . how's your father ? he's fine . he retired last week . it's a turning point in his life . now he can relax and enjoy his retirement . he can spend more time with his grandchildren . oh , i don't think he wants to . he wants to travel to several different countries around the world . so , he wants to have a more active retirement . good idea ! how do you want to spend your erstwhile age ?","Well , I think the main thing is to be high .
I think the best way to be .
I think the best way to do .
I think the best way to be money .
Well , I think the best way to do money ."
129,"could you do me a favor and proofread my resume before i send it out to the human resources department ? sure , let me take a look ... personal information , education , experience , training ... i think you should add another section for language . you speak three languages , so you might as well put that on your resume . but languages don't have anything to do with engineering . shouldn't everything i put on my resume have something to do with my field ? not necessarily . i think people would be impressed by your language abilities . it says something about your level of intellect and experience . also , i think human resources directors want to see more of a well-rounded person in a resume . it's just a part of composition , you think that they can tell if i am a well-rounded person by looking at it ?
could you do me a favor and proofread my resume before i send it out to the human resources department ? sure , let me take a look ... personal information , education , experience , training ... i think you should add another section for language . you speak three languages , so you might as well put that on your resume . but languages don't have anything to do with engineering . shouldn't everything i put on my resume have something to do with my field ? not necessarily . i think people would be impressed by your language abilities . it says something about your level of intellect and experience . also , i think human resources directors want to see more of a well-rounded person in a resume . it's merely a piece of paper , you think that they can tell if i am a all-around person by looking at it ?
could you do me a favor and proofread my resume before i send it out to the human resources department ? sure , let me take a look ... personal information , education , experience , training ... i think you should add another section for language . you speak three languages , so you might as well put that on your resume . but languages don't have anything to do with engineering . shouldn't everything i put on my resume have something to do with my field ? not necessarily . i think people would be impressed by your language abilities . it says something about your level of intellect and experience . also , i think human resources directors want to see more of a well-rounded person in a resume . it's just a piece of paper , you think that they can tell if i am a well-rounded person by looking at it ?
could you do me a favor and proofread my resume before i send it out to the human resources department ? sure , let me take a look ... personal information , education , experience , training ... i think you should add another section for language . you speak three languages , so you might as well put that on your resume . but languages don't have anything to do with engineering . shouldn't everything i put on my resume have something to do with my field ? not necessarily . i think people would be impressed by your language abilities . it says something about your level of intellect and experience . also , i think human resources directors want to see more of a well-rounded person in a resume . it's merely a part of composition , you remember that they can state if i be a all-around person by look at it ?
could you do me a favor and proofread my resume before i send it out to the human resources department ? sure , let me take a look ... personal information , education , experience , training ... i think you should add another section for language . you speak three languages , so you might as well put that on your resume . but languages don't have anything to do with engineering . shouldn't everything i put on my resume have something to do with my field ? not necessarily . i think people would be impressed by your language abilities . it says something about your level of intellect and experience . also , i think human resources directors want to see more of a well-rounded person in a resume . it's just a piece of paper , you remember that they can state if i be a well-rounded person by look at it ?","Well , it's a secret .
Well , it's a secret .
Well , it's a secret .
Sir , it's very easy to operate .
Well , it's a secret ."
171,"( a stranger stops to help ) everything ok ? no ! my tour bus got a speeding ticket not ten minutes ago . now my engine is on fire ! i think that's just steam . your engine's overheated . do you know a lot about cars ? a little bit . i'll take a look if you want me to . please . thank you so much for stopping . yeah , she's hot . radiator's leaking . looks like you were running her pretty hard . that must have been just before i got the speeding ticket . did you have an accident recently ... hey , wait a second ! i know this car ! you do ? i ran into it a couple of weeks ago . what do you know ? name's hal . i'm akimbo . nice to meet you , i guess . boy , i'm sure sorry about your car . hey , akimbo , i wonder if you'd like to make a deal ? what kind of deal ? i'd like to give you cash for the damage to your car . you don't want your insurance company to pay for it ? i'd rather not . they'll raise my rates . it'll cost me more in the long run . if you give me cash , do you care if i don't fix the car ? sin , i don't caution . merely don't present a report_card to your insurancecompany .
( a stranger stops to help ) everything ok ? no ! my tour bus got a speeding ticket not ten minutes ago . now my engine is on fire ! i think that's just steam . your engine's overheated . do you know a lot about cars ? a little bit . i'll take a look if you want me to . please . thank you so much for stopping . yeah , she's hot . radiator's leaking . looks like you were running her pretty hard . that must have been just before i got the speeding ticket . did you have an accident recently ... hey , wait a second ! i know this car ! you do ? i ran into it a couple of weeks ago . what do you know ? name's hal . i'm akimbo . nice to meet you , i guess . boy , i'm sure sorry about your car . hey , akimbo , i wonder if you'd like to make a deal ? what kind of deal ? i'd like to give you cash for the damage to your car . you don't want your insurance company to pay for it ? i'd rather not . they'll raise my rates . it'll cost me more in the long run . if you give me cash , do you care if i don't fix the car ? hell , i don't care . merely don't submit a report to your insurancecompany .
( a stranger stops to help ) everything ok ? no ! my tour bus got a speeding ticket not ten minutes ago . now my engine is on fire ! i think that's just steam . your engine's overheated . do you know a lot about cars ? a little bit . i'll take a look if you want me to . please . thank you so much for stopping . yeah , she's hot . radiator's leaking . looks like you were running her pretty hard . that must have been just before i got the speeding ticket . did you have an accident recently ... hey , wait a second ! i know this car ! you do ? i ran into it a couple of weeks ago . what do you know ? name's hal . i'm akimbo . nice to meet you , i guess . boy , i'm sure sorry about your car . hey , akimbo , i wonder if you'd like to make a deal ? what kind of deal ? i'd like to give you cash for the damage to your car . you don't want your insurance company to pay for it ? i'd rather not . they'll raise my rates . it'll cost me more in the long run . if you give me cash , do you care if i don't fix the car ? sin , i don't caution . just don't submit a report_card to your insurancecompany .
( a stranger stops to help ) everything ok ? no ! my tour bus got a speeding ticket not ten minutes ago . now my engine is on fire ! i think that's just steam . your engine's overheated . do you know a lot about cars ? a little bit . i'll take a look if you want me to . please . thank you so much for stopping . yeah , she's hot . radiator's leaking . looks like you were running her pretty hard . that must have been just before i got the speeding ticket . did you have an accident recently ... hey , wait a second ! i know this car ! you do ? i ran into it a couple of weeks ago . what do you know ? name's hal . i'm akimbo . nice to meet you , i guess . boy , i'm sure sorry about your car . hey , akimbo , i wonder if you'd like to make a deal ? what kind of deal ? i'd like to give you cash for the damage to your car . you don't want your insurance company to pay for it ? i'd rather not . they'll raise my rates . it'll cost me more in the long run . if you give me cash , do you care if i don't fix the car ? hell , i don't care . just don't submit a report to your insurancecompany .
( a stranger stops to help ) everything ok ? no ! my tour bus got a speeding ticket not ten minutes ago . now my engine is on fire ! i think that's just steam . your engine's overheated . do you know a lot about cars ? a little bit . i'll take a look if you want me to . please . thank you so much for stopping . yeah , she's hot . radiator's leaking . looks like you were running her pretty hard . that must have been just before i got the speeding ticket . did you have an accident recently ... hey , wait a second ! i know this car ! you do ? i ran into it a couple of weeks ago . what do you know ? name's hal . i'm akimbo . nice to meet you , i guess . boy , i'm sure sorry about your car . hey , akimbo , i wonder if you'd like to make a deal ? what kind of deal ? i'd like to give you cash for the damage to your car . you don't want your insurance company to pay for it ? i'd rather not . they'll raise my rates . it'll cost me more in the long run . if you give me cash , do you care if i don't fix the car ? hell , i don't care . just don't present a report to your insurancecompany .","Oh , I see .
OK , I will .
Oh , I see .
OK , I will .
That's correct ."
186,"you still have not given me those files i ’ ve asked you for . i ’ m sorry , mr . myers . i ’ ve just been so busy today . i truly don ’ t desire to learn your excuse , janet . we ’ re run a interfering agency here . you ’ re travel to experience to continue up .
you still have not given me those files i ’ ve asked you for . i ’ m sorry , mr . myers . i ’ ve just been so busy today . i really don ’ t desire to learn your excuses , janet . we ’ re run a busy office here . you ’ re travel to experience to continue up .
you still have not given me those files i ’ ve asked you for . i ’ m sorry , mr . myers . i ’ ve just been so busy today . i really don ’ t want to hear your excuses , janet . we ’ re running a busy office here . you ’ re going to have to keep up .
you still have not given me those files i ’ ve asked you for . i ’ m sorry , mr . myers . i ’ ve just been so busy today . i really don ’ t want to hear your excuse , janet . we ’ re running a busy agency here . you ’ re going to have to keep up .
you still have not given me those files i ’ ve asked you for . i ’ m sorry , mr . myers . i ’ ve just been so busy today . i truly don ’ t want to hear your excuses , janet . we ’ re running a interfering office here . you ’ re going to have to keep up .","I had no time .
I had no time .
I ’ m sorry . I ’ m going to tell her .
I ’ m sorry . I don ’ t know that .
If you want , I ’ m not interested in it ."
